gene_name	localisation
ZNF155	Nucleoplasm
UQCC3	Mitochondria
UQCC3	Nucleoplasm
FBXO48	Nuclear-bodies
ZNF783	Cytosol
ZNF783	Plasma-membrane
ZNF425	Nucleoplasm
LRRC10B	Nucleoplasm
C12orf73	Centrosome
C12orf73	Mitochondria
PCDHA5	Plasma-membrane
PCDHA4	Nucleoplasm
PCDHA4	Plasma-membrane
PCDHA1	Plasma-membrane
ERICH4	Nucleoplasm
PRSS1	Vesicles
SPIRE2	Nucleoplasm
AARD	Lipid-droplets
PKHD1L1	Flagellar-centriole
PKHD1L1	Mid-piece
PKHD1L1	Principal-piece
SYCE1L	Intermediate-filaments
TMEM231	Vesicles
GARIN1A	Nucleoplasm
CCNI2	Cytosol
CCNI2	Nucleoplasm
FAM205A	Acrosome
FAM205A	Plasma-membrane
ACCSL	Cytosol
C4orf47	End-piece
C4orf47	Principal-piece
SDHAF1	Mitochondria
C11orf91	Vesicles
ZBTB10	Nucleoplasm
C4orf46	Cytosol
LGR4	Centrosome
PSMB10	Cytosol
PSMB10	Vesicles
E2F4	Nucleoplasm
TMEM170B	Centrosome
CTXN3	End-piece
CTXN3	Principal-piece
SNX2	Endosomes
SAP25	Nuclear-bodies
SARNP	Nuclear-speckles
IPO7	Cytosol
IPO7	Nucleoplasm
PRR13	Nucleoplasm
TECPR1	Vesicles
INSYN1	Cytosol
INSYN1	Nucleoplasm
SAMD9	Cytosol
KRT6A	Intermediate-filaments
CNEP1R1	Cytosol
IZUMO3	Acrosome
IZUMO3	Equatorial-segment
TP53TG3D	Centriolar-satellite
CCDC85C	Cell-Junctions
CCDC85C	Nuclear-speckles
RGL3	Nucleoplasm
NAP1L4	Nucleoplasm
TMSB4X	Cytosol
TMSB4X	Nucleoplasm
TMSB4X	Vesicles
TMEM256	Vesicles
SMN2	Cytosol
SMN2	Nuclear-bodies
SERF1B	Nuclear-bodies
HMGN1	Nucleoplasm
DENND6B	Plasma-membrane
EIF3CL	Cytosol
LCMT1	Cytosol
LCMT1	Nucleoplasm
CDPF1	Cytosol
LIN52	Nuclear-speckles
SMIM11	Focal-adhesion-sites
DPF3	Nucleoplasm
C17orf107	Nucleoplasm
ITSN1	Plasma-membrane
ITPRIPL2	Centrosome
DENND1C	Cytosol
CRLF2	Plasma-membrane
CRYZL1	Cytosol
CRYZL1	Nucleoplasm
RIMOC1	Nucleoplasm
GAGE1	Plasma-membrane
PLPP6	Nucleoplasm
PLPP6	Vesicles
KLRC2	Plasma-membrane
C16orf96	Centriolar-satellite
ONECUT3	Nucleoplasm
CEMP1	Nucleoplasm
RNPS1	Nucleoplasm
NYNRIN	Golgi-apparatus
IFITM5	Plasma-membrane
C18orf63	Mitochondria
DOK6	Cytosol
DOK6	Focal-adhesion-sites
JPT2	Cytosol
JPT2	Plasma-membrane
SERPINB4	Cytosol
SERPINB5	Vesicles
CFAP99	End-piece
CFAP99	Microtubules
CFAP99	Mid-piece
CFAP99	Principal-piece
ELOA2	Nucleoplasm
PRR23A	Microtubules
PRR23A	Nucleoplasm
FOXL2NB	Nucleoli-fibrillar-center
RAB12	Vesicles
TMEM200C	Microtubules
HLA-A	Plasma-membrane
LNP1	Vesicles
VGLL3	Cytosol
VGLL3	Nucleoli
TRIM71	Actin-filaments
TRIM71	Focal-adhesion-sites
TRIM71	Plasma-membrane
ZCWPW2	Nuclear-speckles
COLQ	Plasma-membrane
METTL6	Vesicles
XKR4	Vesicles
DIO2	Nucleoplasm
DIO2	Vesicles
SELENOH	Nucleoli
SELENOH	Nucleoplasm
AKR7L	Cytosol
STK38L	Cytosol
SACM1L	Golgi-apparatus
SACM1L	Nucleoplasm
TSN	Endoplasmic-reticulum
TSN	Nucleoplasm
SLC48A1	Vesicles
IGKC	Cytosol
IGKC	Vesicles
IGKV3D-20	Cytosol
IGKV3D-20	Plasma-membrane
IGKV3D-11	Cytosol
IGKV3D-11	Plasma-membrane
TSSK1B	Nuclear-bodies
TSSK1B	Principal-piece
PRR22	Nucleoplasm
RNF208	Nucleoplasm
MT-ND4L	Mitochondria
POU5F1B	Nucleoplasm
ZNF580	Nucleoplasm
NUP62	Nuclear-membrane
DENND1B	Cytosol
CEP43	Basal-body
CEP43	Centrosome
SCAF8	Nucleoplasm
DYNLT2B	Microtubules
DYNLT2B	Primary-cilium
CRIP1	Cytosol
CRIP1	Nuclear-speckles
KLHL23	Actin-filaments
MLLT11	Cytosol
MLLT11	Nucleoplasm
ASIC3	Cytosol
ASIC3	Nucleoplasm
GIMAP1	Endoplasmic-reticulum
CCDC183	Cytosol
CCDC183	Mid-piece
CCDC183	Primary-cilium-tip
DNLZ	Mitochondria
TCL1B	Cytosol
SUPT4H1	Nucleoplasm
TSGA13	Vesicles
NRAS	Cytosol
NRAS	Plasma-membrane
LTC4S	Nucleoplasm
ANKRD39	Nucleoplasm
QTRT1	Mitochondria
CHUK	Nucleoplasm
MXD3	Nucleoli
MXD3	Nucleoplasm
GSTM2	Cytosol
COG8	Golgi-apparatus
ARHGAP19	Plasma-membrane
HAUS7	Centrosome
HAUS7	Plasma-membrane
LCAT	Nucleoplasm
PTPRCAP	Plasma-membrane
KRT222	Lipid-droplets
KRT222	Vesicles
SIPA1	Nucleoli
ERV3-1	Vesicles
SYNJ2BP	Mitochondria
ARL2	Basal-body
ARL2	Flagellar-centriole
ARL2	Nucleoplasm
TTLL13	Cytosol
TTLL13	Plasma-membrane
RBMXL1	Nucleoplasm
SRA1	Nucleoplasm
STIMATE	Cytosol
DNAJC9	Nucleoplasm
C8orf82	Nucleoplasm
ZBTB9	Nucleoplasm
TMX2	Cytosol
TMX2	Nucleoplasm
HEXA	Vesicles
NDUFS3	Mitochondria
LEPROT	Centrosome
LBH	Vesicles
ADAT3	Nucleoplasm
PPP1CB	Nucleoplasm
LAT	Plasma-membrane
NCKIPSD	Nucleoplasm
ATF6B	Nucleoplasm
TREX1	Cytosol
SLC35F6	Vesicles
CLIC1	Cytosol
DDAH2	Mitochondria
RPS29	Cytosol
RPS29	Endoplasmic-reticulum
ZNF134	Nucleoplasm
GTF2H4	Nuclear-speckles
DDX47	Nucleoli
KLRK1	Plasma-membrane
CEACAM18	Midbody
EMP2	Nucleoplasm
KCTD11	Nucleoplasm
UBD	Nucleoplasm
PPM1N	Vesicles
SLC23A3	Nucleoplasm
LTB4R2	Plasma-membrane
DNASE1	Vesicles
MDP1	Nucleoplasm
LEUTX	Nucleoli
LEUTX	Nucleoplasm
CSNK1E	Cytosol
CSNK1E	Nucleoplasm
IRF9	Cytosol
GALT	Cytosol
CLDN9	Cell-Junctions
ITGA1	Endoplasmic-reticulum
NUDT19	Cytosol
TAX1BP3	Actin-filaments
TAX1BP3	Nucleoli-fibrillar-center
ZNF90	Nucleoplasm
MEF2B	Cytosol
MEF2B	Nucleoplasm
GANC	Cytosol
REPIN1	Nucleoplasm
MRPL23	Mitochondria
MRPL23	Nucleoli-fibrillar-center
ZNF891	Nucleoplasm
SMIM7	Golgi-apparatus
FBXO16	Cytosol
FBXO16	Nucleoplasm
FBXO16	Plasma-membrane
FBXO16	Vesicles
CPNE1	Nuclear-membrane
CPNE1	Nucleoplasm
ARL16	Basal-body
ARL16	Primary-cilium
SMCO1	Golgi-apparatus
WEE2	Nucleoplasm
LYRM4	Nuclear-bodies
MYCBP	Nucleoplasm
SH3D21	Plasma-membrane
FIS1	Mitochondria
ANG	Mitotic-chromosome
ANG	Nucleoli
ANG	Nucleoli-rim
POU2AF3	Nucleoplasm
C3orf56	Nucleoplasm
SOGA3	Cytosol
SOGA3	Nucleoplasm
NEURL1B	Cytosol
HAUS3	Microtubules
HAUS3	Primary-cilium
GNAT3	Basal-body
GNAT3	Vesicles
AS3MT	Mitochondria
FAM187A	Acrosome
PLIN5	Lipid-droplets
PLIN5	Vesicles
SEC14L6	Nucleoplasm
SPINK13	Plasma-membrane
NOTO	Nucleoplasm
PPME1	Nucleoplasm
STARD10	Cytosol
ZC3H11C	Nuclear-speckles
NUTM2D	Nuclear-bodies
CPEB1	Cytosol
CPEB1	Nucleoplasm
EML6	Mitochondria
ZSWIM8	Cytosol
ZSWIM8	Plasma-membrane
ARHGEF33	Vesicles
C12orf71	Cytosol
IFRD2	Nucleoplasm
ZBED1	Centrosome
ZBED1	Nucleoplasm
TOMM6	Mitochondria
HNRNPUL2	Nucleoplasm
FER1L6	Plasma-membrane
MTCP1	Nucleoplasm
RAD51AP2	Nucleoli
EVPLL	Nuclear-bodies
EVPLL	Nucleoplasm
DCDC2C	End-piece
NPIPA8	Nucleoplasm
ARHGEF28	Cytosol
ARHGEF28	Microtubules
LRRC69	Plasma-membrane
CRPPA	Nucleoli-fibrillar-center
NPIPA7	Nucleoplasm
COL28A1	Cytosol
PHB2	Mitochondria
GRID2IP	Plasma-membrane
UBXN2B	Nucleoplasm
ZNG1F	Plasma-membrane
MSMP	Vesicles
GOLGA6B	Vesicles
UBE2QL1	Nucleoplasm
GOLGA8B	Golgi-apparatus
KCNU1	Plasma-membrane
KCNU1	Principal-piece
GAGE12G	Plasma-membrane
RNF212B	Golgi-apparatus
DDX3X	Cytosol
FAM90A24P	Nucleoplasm
FAM90A5P	Nucleoplasm
SCRT2	Nucleoplasm
ZNF407	Nucleoplasm
NPEPL1	Nucleoplasm
RPL17-C18orf32	Cytosol
RPL17-C18orf32	Endoplasmic-reticulum
SIAH3	Mitochondria
RSC1A1	Nucleoplasm
FAM72D	Vesicles
TNFRSF25	Actin-filaments
TNFRSF25	Focal-adhesion-sites
TNFRSF25	Plasma-membrane
ZC3H11B	Nuclear-speckles
TSTD1	Cytoplasmic-bodies
TSTD1	Cytosol
CYB5RL	Nucleoplasm
LACTBL1	Nuclear-bodies
ATAD3C	Mitochondria
IFI30	Cytosol
IFI30	Vesicles
IGSF23	Nucleoplasm
FAM240C	Nucleoplasm
CCDC7	Nucleoli
SP9	Mitochondria
SYCE3	Golgi-apparatus
SYCE3	Nucleoli
SYCE3	Nucleoplasm
CKLF	Vesicles
PAM16	Mitochondria
PAM16	Nucleoplasm
TENM3	Nucleoplasm
CEBPZOS	Nucleoplasm
PAPOLB	Nucleoplasm
ZNF579	Nucleoplasm
CELA3B	Cytosol
CATSPERZ	Mid-piece
CATSPERZ	Primary-cilium-tip
UMAD1	Nucleoplasm
FAM228B	Golgi-apparatus
LINGO3	Mitochondria
ZGLP1	Nucleoplasm
ZGLP1	Vesicles
TRIM51G	Vesicles
EBF2	Nucleoplasm
C6orf226	Nuclear-speckles
PPP3R1	Plasma-membrane
FANCG	Nuclear-speckles
C2orf16	Nuclear-bodies
PLXNA4	Plasma-membrane
CEBPD	Nucleoplasm
ZBED8	Nucleoplasm
NPTXR	Cytosol
NPTXR	Plasma-membrane
PPP2R2A	Cytosol
C19orf73	Cytosol
C19orf73	Nucleoplasm
ZNF880	Nucleoli-fibrillar-center
TRIM16	Cytosol
HEPN1	Golgi-apparatus
TIGD1	Mitotic-chromosome
TIGD1	Nucleoli-rim
XKR9	Mitochondria
SLC12A8	Nucleoplasm
APOL6	Nuclear-bodies
APOL6	Nucleoplasm
FADS3	Nucleoli-fibrillar-center
CCNL2	Nucleoplasm
UBA52	Cytosol
MYBPHL	Vesicles
PPT2	Golgi-apparatus
PPT2	Vesicles
ZNF630	Nucleoplasm
FAM185A	Cytosol
RAB6C	Golgi-apparatus
TRIM49D1	Nucleoplasm
CDRT15	Plasma-membrane
RFPL4A	Centrosome
RFPL4A	Cytosol
CERS1	Endoplasmic-reticulum
HLA-DPB1	Cell-Junctions
FAM90A13P	Nucleoplasm
IGKV3D-15	Cytosol
IGKV3D-15	Plasma-membrane
CPTP	Cytosol
CPTP	Flagellar-centriole
CPTP	Mid-piece
ATXN1L	Nucleoplasm
SMIM13	Nucleoplasm
HNRNPA1L3	Nucleoplasm
GAGE12J	Plasma-membrane
NPIPA3	Nucleoplasm
NDUFAF8	Mitochondria
GAGE12H	Plasma-membrane
PRRT4	Nucleoplasm
TMEM233	Nucleoplasm
PLEKHM1	Vesicles
TDGF1P3	Vesicles
MKRN2OS	Golgi-apparatus
ENSG00000225528	Nucleoli
ENSG00000225528	Nucleoli-rim
ZNF469	Nucleoplasm
MCRIP1	Cytosol
SLC26A6	Plasma-membrane
ERCC6	Nucleoplasm
NOL7	Mitotic-chromosome
NOL7	Nucleoli
NTF4	Golgi-apparatus
ELFN1	Cell-Junctions
ELFN1	Nucleoplasm
FTCDNL1	Vesicles
TMEM185B	Endoplasmic-reticulum
KIF4B	Midbody
KIF4B	Nucleoplasm
HSBP1L1	Nucleoplasm
SRRM5	Vesicles
PGAM4	Nucleoplasm
ERVMER34-1	Nucleoplasm
RBMY1J	Nucleoplasm
WDR46	Nucleoli
ZNF717	Nuclear-bodies
ZNF717	Nucleoplasm
KLLN	Nucleoplasm
PARG	Nucleoplasm
AKR1B15	Cytosol
GAGE12D	Plasma-membrane
SCAMP4	Golgi-apparatus
SCAMP4	Vesicles
LTB	Centrosome
POLR2J2	Nucleoplasm
ORM2	Vesicles
FAM174C	Nuclear-speckles
IGKV3D-7	Cytosol
IGKV3D-7	Plasma-membrane
NUTM2E	Nuclear-bodies
PROB1	Nucleoplasm
ARL17B	Nucleoplasm
DHFR	Mitochondria
SAPCD1	Vesicles
CT45A5	Nucleoli
CT45A5	Nucleoplasm
TSPY3	Cytosol
RPL41	Endoplasmic-reticulum
RFPL4AL1	Centrosome
RFPL4AL1	Cytosol
ORM1	Vesicles
NKX1-2	Cytosol
TSPY8	Cytosol
ZNF688	Nucleoplasm
PET100	Mitochondria
FAM90A26	Nucleoplasm
IQCF3	Nucleoli
FAM90A15P	Nucleoplasm
ACBD6	Nucleoplasm
SETSIP	Nucleoplasm
ANKRD63	Mitochondria
YY2	Nuclear-bodies
YY2	Nucleoplasm
STMND1	Actin-filaments
HSBP1	Nucleoli
CFAP97D1	Plasma-membrane
SBK3	Mitochondria
HLA-DPA1	Vesicles
RPS18	Cytosol
TAPBP	Nucleoli
TAPBP	Plasma-membrane
PPP1R2B	Nucleoplasm
ZBED9	Nucleoli
TMA7	Nucleoli
TMA7	Nucleoli-rim
MCTS1	Cytosol
KRTAP25-1	Nuclear-membrane
SMIM26	Nucleoplasm
AJM1	Golgi-apparatus
AJM1	Plasma-membrane
NPIPA9	Nucleoplasm
PHGR1	Vesicles
RAB6D	Golgi-apparatus
FAM90A11P	Nucleoplasm
FAM90A3P	Nucleoplasm
RNF224	Golgi-apparatus
RNF224	Nucleoplasm
NPIPB7	Nucleoplasm
GPX1	Cytosol
FAM90A20P	Nucleoplasm
AK4P3	Mitochondria
BTBD18	Nucleoplasm
BTBD18	Plasma-membrane
TWIST2	Nucleoplasm
PRR23C	Microtubules
PRR23C	Nucleoplasm
TRIM49D2	Nucleoplasm
TSPY4	Cytosol
H2BC15	Nucleoplasm
RPS28	Cytosol
IGKV3OR2-268	Cytosol
IGKV3OR2-268	Plasma-membrane
TRIM26	Cytosol
TRIM26	Nucleoplasm
TMEM229A	Plasma-membrane
ZNF879	Nucleoplasm
H2BC12L	Nucleoplasm
CCDC188	Nuclear-bodies
RBMY1A1	Nucleoplasm
PINLYP	Microtubules
PINLYP	Primary-cilium
PINLYP	Vesicles
C5orf58	Centriolar-satellite
FAM133B	Nucleoli
MCIDAS	Nuclear-bodies
JRK	Nucleoli
JRK	Nucleoplasm
NPIPB2	Nucleoplasm
C19orf81	Aggresome
C19orf81	Vesicles
ANKRD65	Nucleoplasm
BRD3OS	Nucleoli
BRD3OS	Nucleoplasm
ZSCAN31	Nucleoplasm
C12orf75	Vesicles
HGH1	Cytosol
HGH1	Nuclear-bodies
PPP1R3E	Microtubules
PPP1R3E	Mitochondria
RAMACL	Nucleoplasm
RPEL1	Cytosol
NFAM1	Cytosol
NFAM1	Plasma-membrane
RNF148	Cytosol
ANKRD34C	Mitochondria
KIAA0040	Nucleoplasm
PNMA6A	Mitochondria
ZBTB22	Nucleoplasm
ZBED5	Golgi-apparatus
GAGE12F	Plasma-membrane
TSPY10	Cytosol
UBE2L5	Cytosol
UBE2L5	Nucleoplasm
ZNF853	Nucleoli
ARHGEF38	Nucleoplasm
B3GNT9	Golgi-apparatus
RGL2	Nucleoplasm
MEIOSIN	Nucleoplasm
SHISA9	Cytosol
SHISA9	Vesicles
KIFC1	Centrosome
C2orf74	Centrosome
GAGE12C	Plasma-membrane
AMY1A	Cytosol
AMY1A	Golgi-apparatus
TSPY9	Cytosol
LRRC37A2	Vesicles
TMEM250	Nucleoplasm
TXNDC5	Endoplasmic-reticulum
RBM14	Nuclear-speckles
ALKBH6	Nucleoplasm
KLHL41	Cytosol
STPG4	Nucleoplasm
NME1	Cytosol
TNFSF12	Vesicles
CDRT4	Mitochondria
WBP1	Cytosol
GET4	Cytosol
GET4	Nucleoplasm
C1orf226	Nucleoplasm
ADSL	Cytosol
IGKV3-20	Cytosol
IGKV3-20	Plasma-membrane
AMY2B	Cytosol
AMY2B	Golgi-apparatus
PSMB9	Cytosol
PCDHGC3	Plasma-membrane
SMKR1	Nucleoli
COX19	Cytosol
PPIL3	Nucleoplasm
L1TD1	Vesicles
AQP1	Plasma-membrane
ISY1	Nuclear-speckles
KRBOX1	Nucleoplasm
PCDHGC5	Plasma-membrane
PCDHGC5	Vesicles
PEDS1	Endoplasmic-reticulum
RDH14	Nucleoplasm
PLCXD2	Nucleoplasm
MIF	Cytosol
NSUN6	Golgi-apparatus
YAE1	Cytosol
TDGF1	Vesicles
CRCP	Nucleoplasm
FBXW10B	Nucleoli
FBXW10B	Nucleoplasm
RPL36A	Cytosol
RPL36A	Endoplasmic-reticulum
IGKV3-11	Cytosol
IGKV3-11	Plasma-membrane
EGFL8	Vesicles
ATP5MF	Mitochondria
SSX2	Nucleoli
SSX2	Nucleoplasm
INMT	Golgi-apparatus
INMT	Vesicles
ARPC1A	Cell-Junctions
ENSG00000241690	Plasma-membrane
ATP5PO	Mitochondria
PLEKHO2	Cytosol
PLEKHO2	Plasma-membrane
C8orf58	Nuclear-bodies
PISD	Cytosol
PWP2	Nucleoli
PI4KA	Nucleoplasm
HYPK	Nucleoplasm
AMACR	Peroxisomes
AMACR	Vesicles
MTFP1	Mitochondria
ARHGDIG	Cytosol
ARHGDIG	Plasma-membrane
ARFGAP3	Cytosol
C22orf39	Endoplasmic-reticulum
PEG10	Cytosol
EIF6	Nucleoplasm
RBMY1E	Nucleoplasm
GTF2A1L	Nucleoplasm
MRPL20	Mitochondria
SERPINB10	Nucleoplasm
HLA-DMB	Vesicles
DECR2	Peroxisomes
CNTF	Vesicles
CCDC169	Nucleoplasm
RTL5	Nucleoplasm
AP5Z1	Nuclear-speckles
ZNF709	Nucleoplasm
RBMY1B	Nucleoplasm
IGKV3-7	Cytosol
IGKV3-7	Plasma-membrane
PSG11	Vesicles
MICAL3	Midbody-ring
MICAL3	Nucleoplasm
PCDHAC2	Nucleoplasm
PRAF2	Endoplasmic-reticulum
STMP1	Mitochondria
C4orf48	Cytosol
AMY2A	Cytosol
AMY2A	Golgi-apparatus
IL10RB	Cytosol
CFB	Endoplasmic-reticulum
CFB	Vesicles
ZNF487	Nuclear-membrane
NME2	Cytosol
CFAP57	Cytosol
CFAP57	Primary-cilium
NPIPB5	Nucleoplasm
TTC4	Intermediate-filaments
TMEM35B	Nucleoli
TMEM35B	Nucleoplasm
JMJD7	Cytosol
MRPS6	Mitochondria
ZNF512	Nucleoplasm
GSTA1	Cytosol
ACY1	Vesicles
NFS1	Cytosol
NFS1	Nucleoplasm
DDOST	Endoplasmic-reticulum
GSTA2	Cytosol
TMEM141	Mitochondria
ENSG00000244255	Endoplasmic-reticulum
ENSG00000244255	Vesicles
DBNDD2	Cytosol
DBNDD2	Nucleoplasm
RBMY1D	Nucleoplasm
ETV5	Nucleoplasm
CFHR1	Vesicles
IGKV3-15	Cytosol
IGKV3-15	Plasma-membrane
RBM12	Nucleoplasm
LILRA6	Plasma-membrane
SCARF2	Nucleoplasm
APOBEC3C	Intermediate-filaments
CCDC13	Centriolar-satellite
ASPRV1	Cytosol
FCGR2C	Plasma-membrane
UBE2V1	Nucleoplasm
PTCHD4	Cytosol
PTCHD4	Plasma-membrane
CRYBB2	Nucleoplasm
N4BP2L2	Nucleoplasm
ZNF585B	Cytoplasmic-bodies
ZNF585B	Nucleoplasm
CEBPA	Nucleoplasm
H2AJ	Nucleoplasm
PGAM5	Mitochondria
ZCCHC3	Vesicles
USP51	Cytosol
ADH1C	Cytosol
ADH1C	Plasma-membrane
TRIM39-RPP21	Cytosol
CDK11B	Nuclear-speckles
PCDHAC1	Nucleoli
PCDHAC1	Nucleoplasm
POU5F2	Nucleoplasm
PCP4L1	Mitochondria
PCP4L1	Nucleoplasm
ABHD14A	Vesicles
STIMATE-MUSTN1	Cytosol
RBM14-RBM4	Nucleoplasm
CCDC153	Cytosol
C4orf54	Nuclear-bodies
ACTN3	Actin-filaments
ACTN3	Focal-adhesion-sites
TNFSF12-TNFSF13	Vesicles
FMN1	Nucleoplasm
ATP5MF-PTCD1	Mitochondria
PCDHA11	Cell-Junctions
PCDHA11	Vesicles
ATP5MGL	Mitochondria
ZNF324B	Nucleoli
SPATS1	Nucleoplasm
THEGL	Principal-piece
ZNF564	Golgi-apparatus
FER1L5	Plasma-membrane
ECSCR	Plasma-membrane
ECSCR	Vesicles
PDCD6	Cytosol
TERB1	Nucleoplasm
ARPIN-AP3S2	Vesicles
YJEFN3	Mitochondria
PTTG2	Cytosol
ENSG00000250264	Endoplasmic-reticulum
ENSG00000250264	Nuclear-speckles
TRMT9B	Nucleoplasm
SMIM20	Cytosol
SMIM20	Nucleoplasm
KIAA1210	Golgi-apparatus
KIAA1210	Vesicles
ENSG00000250424	Plasma-membrane
CHCHD10	Mitochondria
CDK3	Cytosol
GPR162	Centriolar-satellite
GLI4	Cytokinetic-bridge
GLI4	Nucleoplasm
CCDC169-SOHLH2	Vesicles
NT5C1B-RDH14	Nucleoplasm
NT5C1B-RDH14	Plasma-membrane
PRODH2	Nucleoplasm
ZNF674	Nucleoplasm
SHANK3	Nucleoplasm
SHANK3	Plasma-membrane
ZNF550	Vesicles
DCANP1	Nucleoplasm
ENSG00000251537	Cytosol
ENSG00000251569	Acrosome
ENSG00000251569	Basal-body
ENSG00000251569	Cytosol
PCDHA12	Cytosol
PCDHA12	Plasma-membrane
C8orf88	Cytosol
SHLD3	Nucleoli
SHLD3	Nucleoplasm
CCDC71L	Actin-filaments
CCDC71L	Golgi-apparatus
HOXA10	Nucleoplasm
NACA2	Cytosol
PYDC2	Nucleoli
PYDC2	Nucleoplasm
SLC10A5	Nuclear-bodies
SLC10A5	Nucleoplasm
SLC10A5	Plasma-membrane
EIF5AL1	Cytosol
ATXN7L3B	Nucleoplasm
PRKDC	Nucleoplasm
PCDHGA6	Nucleoplasm
PCDHGA6	Plasma-membrane
UTP14C	Nucleoli
ETV3L	Nucleoli
ETV3L	Nucleoplasm
PCDHGA10	Nucleoplasm
PCDHGA10	Plasma-membrane
PCDHGB2	Cytosol
PCDHGB2	Plasma-membrane
PCDHGB2	Vesicles
PCDHGB4	Nucleoplasm
PCDHGB4	Plasma-membrane
CLDN23	Vesicles
ZNF260	Cytosol
ZNF260	Nucleoplasm
LYN	Plasma-membrane
PINX1	Nucleoli
NPIPB11	Nucleoplasm
PCDHGB1	Plasma-membrane
PCDHGB1	Vesicles
FAM90A12P	Nucleoplasm
LRRC24	Vesicles
PBOV1	Nucleoplasm
XNDC1N	Nucleoli
AP5B1	Nucleoplasm
AP5B1	Vesicles
CSNK2A3	Nucleoplasm
ARMS2	End-piece
RTL1	Cytosol
FPGT	Vesicles
ENSG00000254692	Golgi-apparatus
ENSG00000254706	Nucleoplasm
MEX3A	Cytosol
EEF1G	Cytosol
NPIPA2	Nucleoplasm
BORCS8	Vesicles
DPP3	Cytosol
BRK1	Nuclear-speckles
CHMP1B	Midbody
CHMP1B	Nucleoplasm
EID3	Nucleoli
EID3	Nucleoplasm
HTD2	Mitochondria
NANOGP8	Nucleoplasm
FXYD6-FXYD2	Nuclear-membrane
FXYD6-FXYD2	Vesicles
EID1	Nucleoplasm
HCAR3	Cell-Junctions
EBLN2	Nuclear-bodies
ENSG00000255439	Endoplasmic-reticulum
NPIPB8	Nucleoplasm
NEDD8-MDP1	Nucleoplasm
POLR2M	Nucleoplasm
RAB44	Vesicles
ENSG00000255639	Mitochondria
ENSG00000255835	Nucleoplasm
TRAPPC2B	Endoplasmic-reticulum
TRAPPC2B	Vesicles
DNAAF4	Cytosol
DNAAF4	Mid-piece
ZNF432	Nucleoplasm
ZNF10	Plasma-membrane
ZNF10	Vesicles
SMIM3	Vesicles
HMBS	Lipid-droplets
ZNF225	Nucleoplasm
ENSG00000256349	Midbody
DND1	Nucleoplasm
ENSG00000256500	Acrosome
ENSG00000256500	Equatorial-segment
ENSG00000256500	Plasma-membrane
ENSG00000256514	Centriolar-satellite
POLG2	Mitochondria
ZNF350	Nucleoplasm
STH	Golgi-apparatus
STH	Nucleoplasm
C17orf100	Nucleoplasm
CAPNS2	Cytosol
LIMS3	Cytosol
KHDC1L	Cytosol
HP	Vesicles
DENND11	Golgi-apparatus
LSM14A	Cytoplasmic-bodies
NHLRC4	Mitochondria
ZBED6	Nucleoplasm
FNTB	Centrosome
ENSG00000257390	Nuclear-speckles
ZNF878	Nucleoplasm
RPL36A-HNRNPH2	Cytosol
RPL36A-HNRNPH2	Endoplasmic-reticulum
ZNF625	Mitochondria
GALNT4	Golgi-apparatus
CNPY2	Cytosol
MGAM2	Vesicles
CUX1	Golgi-apparatus
CUX1	Nucleoplasm
TEN1	Nucleoplasm
MAP1LC3B2	Centriolar-satellite
MAP1LC3B2	Primary-cilium
CLEC5A	Cytosol
CLEC5A	Plasma-membrane
CHURC1	Cytosol
RTEL1	Nuclear-speckles
PDF	Mitochondria
ENSG00000258472	Plasma-membrane
ENSG00000258472	Vesicles
SPESP1	Acrosome
SPESP1	Equatorial-segment
ENSG00000258529	Endoplasmic-reticulum
SYNJ2BP-COX16	Mitochondria
TRIM34	Centrosome
C20orf141	Plasma-membrane
PINX1	Nuclear-speckles
CEP95	Centriolar-satellite
TUBB3	Microtubules
TSPY1	Cytosol
TVP23C-CDRT4	Golgi-apparatus
FPGT-TNNI3K	Vesicles
POC1B-GALNT4	Golgi-apparatus
NDUFC2-KCTD14	Mitochondria
SMIM6	Nucleoplasm
ITGB3	Plasma-membrane
TGIF2-RAB5IF	Mitochondria
MRPL46	Mitochondria
BLID	Cytosol
RBM15B	Nucleoplasm
TGFBR3L	Vesicles
HOXB7	Nuclear-bodies
HOXB7	Nucleoplasm
PMF1-BGLAP	Nucleoplasm
TBC1D3G	Vesicles
HSPB9	Nucleoplasm
ENSG00000260342	Endoplasmic-reticulum
C16orf95	Endoplasmic-reticulum
DUX4	Nucleoli
DUX4	Nucleoplasm
ENSG00000260643	Vesicles
ANKRD20A1	Nucleoplasm
ENSG00000260836	Endoplasmic-reticulum
ENSG00000260914	Midbody
CCPG1	Golgi-apparatus
TMEM178B	Vesicles
EPPK1	Intermediate-filaments
ZNF865	Nucleoli
BOP1	Nucleoli
BOP1	Nucleoli-rim
PECAM1	Nucleoli
PECAM1	Plasma-membrane
TUBB8	Microtubules
TP53TG3B	Centriolar-satellite
GAN	Microtubules
SCRT1	Nuclear-bodies
HPR	Vesicles
ISY1-RAB43	Nuclear-speckles
ENSG00000261832	Nucleoplasm
MYMX	Vesicles
PCDHGB3	Plasma-membrane
SPON1	Vesicles
ENSG00000262660	Mitochondria
OVCA2	Nucleoplasm
MRPL12	Mitochondria
C19orf84	Vesicles
CCNQ	Cytosol
CCNQ	Nucleoplasm
GTF2I	Nucleoplasm
ZNF234	Nuclear-bodies
SRSF8	Nucleoplasm
FAM72C	Vesicles
